timestamp,x,y,z
0,1.6,5.33,4.97
10,2.37,5.46,4.98
20,3.28,5.71,4.99
30,4.37,6.12,4.9
40,5.43,6.58,5.07
50,6.72,7.33,5.67
60,8.28,7.87,6.45
70,9.91,8.54,6.76
80,11.61,9.09,7.05
90,12.67,9.29,7.33
100,12.92,9.05,7.82
110,12.21,8.39,8.38
120,11.09,7.49,8.93
130,10.21,6.74,8.97
140,9.69,6.32,8.77
150,9.27,6.02,8.83
160,8.85,5.71,8.92
170,8.53,5.54,9.13
180,8.68,5.45,9.31
190,9.22,5.29,9.48
200,9.5,4.97,9.09
210,9.27,4.48,8.26
220,8.77,3.8,7.5
230,8.07,2.79,6.66
240,6.89,1.7,5.31
250,5.3,0.4,4.03
260,3.45,-0.97,3.09
270,1.49,-2.5,2.23
280,-0.63,-4.16,1.87
290,-2.71,-5.88,2.27
300,-4.98,-7.51,2.55
310,-7.54,-9.14,2.8
320,-10.17,-10.61,3.22
330,-12.62,-11.72,3.05
340,-14.76,-12.33,2.69
350,-16.69,-12.69,2.83
360,-18.59,-13.1,3.51
370,-19.91,-13.2,3.67
380,-20.6,-12.95,3.18
390,-20.95,-12.86,2.87
400,-21.33,-12.78,2.6
410,-20.98,-12.69,2.38
420,-20.78,-12.86,2.72
430,-20.61,-12.8,3.7
440,-21.88,-12.72,4.4
450,-20.1,-12.04,5.77
460,-20.8,-12.27,6.6
470,-19.93,-11.93,6.83
480,-18.24,-11.6,6.36
490,-16.43,-11.23,6.37
500,-14.33,-10.67,6.66
510,-11.72,-10.18,7.26
520,-8.67,-9.62,7.97
530,-5.0,-8.9,9.22
540,-1.04,-8.02,10.63
550,2.09,-6.86,11.24
560,4.22,-5.49,10.83
570,4.76,-4.08,9.39
580,6.17,-2.89,9.74
590,7.58,-2.01,11.18
600,9.25,-0.98,12.72
610,11.11,0.04,14.19
620,12.9,1.36,14.15
630,13.95,2.44,15.21
640,14.83,3.81,15.73
650,16.35,4.55,16.87
660,16.93,5.8,16.46
670,17.52,6.71,16.65
680,18.03,7.11,17.27
690,19.69,7.45,17.99
700,17.73,7.41,14.23
710,15.55,5.28,16.36
720,14.26,5.55,14.8
730,15.25,6.1,11.63
740,15.08,5.66,9.89
750,12.82,4.88,9.01
760,12.64,3.99,8.35
770,12.83,3.4,8.19
780,12.38,2.75,8.78
790,11.25,1.9,9.31
800,10.25,1.08,9.45
810,9.98,0.28,9.0
820,9.18,-0.5,8.37
830,7.75,-1.56,8.21
840,6.08,-2.74,8.33
850,4.3,-3.81,8.6
860,2.97,-4.95,9.05
870,2.0,-6.31,9.86
880,0.91,-8.03,10.8
890,-0.82,-9.6,10.96
900,-2.84,-11.55,11.57
910,-3.9,-13.28,11.16
920,-9.43,-14.43,10.41
930,-13.03,-15.19,9.26
940,-16.01,-15.59,7.84
950,-18.47,-15.42,6.85
960,-20.18,-15.07,6.92
970,-21.2,-14.41,5.98
980,-21.36,-13.15,3.96
990,-21.49,-11.65,1.76
1000,-21.01,-10.3,0.41
