timestamp,x,y,z
0,-8.09,4.14,5.01
10,-8.65,3.68,5.27
20,-9.2,2.99,5.37
30,-9.45,2.62,5.51
40,-9.69,2.4,5.47
50,-9.22,2.2,5.71
60,-8.28,2.24,5.89
70,-6.66,2.53,6.1
80,-4.6,2.91,6.58
90,-2.07,3.45,7.19
100,1.11,4.43,7.55
110,3.95,5.35,7.99
120,6.39,6.17,8.19
130,8.21,7.0,7.35
140,9.91,7.58,6.22
150,11.68,8.2,5.09
160,13.83,9.02,4.39
170,16.41,9.68,3.89
180,18.43,10.11,3.14
190,19.63,10.03,2.48
200,19.92,9.4,2.16
210,18.55,8.53,3.82
220,17.39,7.71,5.83
230,17.06,7.25,7.18
240,17.25,7.08,8.15
250,17.73,7.11,8.39
260,18.22,6.87,7.81
270,17.92,6.2,6.52
280,16.42,5.13,5.87
290,14.69,4.03,5.64
300,12.79,2.58,5.75
310,10.88,0.91,5.62
320,9.05,-1.22,5.49
330,7.01,-3.93,6.21
340,4.15,-6.99,6.97
350,1.67,-10.1,6.96
360,-2.11,-14.38,7.78
370,-6.92,-18.25,6.74
380,-17.51,-20.85,9.03
390,-24.06,-21.78,7.73
400,-31.42,-22.1,8.24
410,-35.31,-20.88,7.68
420,-33.64,-18.09,6.24
430,-27.95,-15.04,5.11
440,-22.74,-12.68,3.84
450,-18.98,-11.03,2.41
460,-16.76,-9.83,1.29
470,-16.11,-8.82,0.58
480,-15.79,-8.28,0.31
490,-15.12,-8.44,0.48
500,-15.33,-8.52,0.94
510,-16.09,-8.58,1.53
520,-16.47,-9.04,2.36
530,-15.56,-8.83,2.65
540,-15.01,-8.9,3.07
550,-14.18,-8.82,3.17
560,-12.8,-8.83,3.73
570,-10.96,-8.42,4.42
580,-7.58,-7.79,5.58
590,-2.91,-5.91,7.69
600,2.72,-3.73,10.87
610,8.83,-2.19,14.43
620,13.53,0.12,15.7
630,17.0,3.48,13.75
640,19.76,6.74,13.23
650,22.01,10.21,13.5
660,24.13,12.33,15.26
670,25.49,13.88,17.06
680,26.24,14.5,18.75
690,25.97,14.89,19.44
700,25.4,15.31,18.39
710,24.12,14.91,17.95
720,22.42,13.46,18.07
730,20.86,11.35,17.61
740,18.87,9.52,16.07
750,17.28,7.32,14.06
760,14.43,5.08,12.06
770,10.59,3.74,9.0
780,8.35,1.92,8.24
790,6.63,-0.04,8.49
800,2.73,-1.26,9.18
810,1.48,-2.69,9.21
820,0.4,-4.71,11.23
830,-1.68,-6.77,13.76
840,-4.24,-8.96,15.6
850,-7.45,-11.14,16.61
860,-11.24,-12.88,16.42
870,-14.78,-13.93,15.51
880,-17.54,-14.2,14.48
890,-19.47,-13.75,13.04
900,-20.87,-12.5,10.7
910,-20.11,-10.53,7.77
920,-18.09,-8.57,5.54
930,-16.23,-6.69,3.89
940,-14.66,-5.09,2.52
950,-13.17,-3.69,1.45
960,-11.64,-2.31,1.05
970,-10.13,-1.07,1.26
980,-8.88,0.03,1.42
990,-7.7,0.98,1.84
1000,-6.75,1.78,2.5
