timestamp,x,y,z
0,-5.73,5.9,6.18
10,-6.34,5.63,4.92
20,-5.68,4.7,4.23
30,-6.1,3.6,2.54
40,-13.93,3.95,11.21
50,-8.71,4.25,5.87
60,-9.39,2.82,7.11
70,-6.01,1.9,6.41
80,-4.71,2.81,4.86
90,-3.0,3.03,5.42
100,-2.65,3.72,3.93
110,-2.76,3.16,4.81
120,1.58,2.6,3.73
130,6.58,3.25,4.23
140,12.17,5.83,5.11
150,19.97,8.62,6.86
160,32.89,10.45,-1.86
170,30.73,11.65,2.26
180,28.87,10.75,3.06
190,25.87,9.35,4.25
200,23.25,7.95,5.87
210,22.61,7.3,7.4
220,23.58,6.86,9.14
230,25.02,6.35,9.43
240,24.99,5.06,8.68
250,23.83,3.59,6.92
260,19.99,-0.02,7.62
270,16.93,-1.79,3.96
280,12.32,-5.4,2.63
290,6.42,-8.11,2.52
300,-0.18,-10.96,2.84
310,-3.3,-12.66,5.32
320,-5.75,-15.86,3.93
330,-14.71,-18.67,7.55
340,-21.61,-21.19,9.74
350,-27.03,-24.38,8.73
360,-35.68,-25.79,6.62
370,-43.34,-24.88,7.71
380,-45.07,-24.44,4.43
390,-46.14,-22.48,2.01
400,-40.86,-20.32,-1.75
410,-32.79,-18.14,-4.8
420,-23.96,-16.18,-6.47
430,-16.53,-14.88,-5.99
440,-10.28,-13.39,-4.86
450,-5.4,-12.3,-2.78
460,-3.18,-11.42,-0.46
470,-2.83,-11.14,0.4
480,-3.36,-11.24,0.29
490,-3.88,-11.46,-0.36
500,-3.15,-11.72,0.23
510,-0.85,-12.0,4.16
520,6.45,-9.36,3.87
530,18.49,-9.25,22.08
540,28.54,-3.72,33.49
550,35.5,0.61,41.79
560,40.17,5.2,41.13
570,40.56,8.53,35.89
580,38.06,10.57,30.91
590,32.98,9.59,28.46
600,29.76,9.69,26.47
610,27.61,7.66,25.65
620,24.29,6.44,22.91
630,21.85,4.67,20.1
640,20.47,2.74,17.13
650,19.39,0.86,14.78
660,16.98,-1.14,14.31
670,13.23,-3.09,13.78
680,11.21,-5.24,12.02
690,9.91,-8.18,8.83
700,6.96,-11.69,5.21
710,2.42,-15.03,2.33
720,-2.46,-18.11,2.83
730,-8.29,-20.76,7.16
740,-11.32,-21.51,10.59
750,-11.56,-23.79,14.54
760,-13.11,-26.1,12.77
770,-14.44,-24.27,7.1
780,-20.85,-25.57,6.86
790,-25.47,-23.3,7.82
800,-28.54,-20.76,9.02
810,-28.04,-18.22,8.09
820,-25.85,-15.03,5.19
830,-22.46,-12.41,2.97
840,-19.01,-9.49,0.82
850,-15.7,-7.16,-0.15
860,-12.54,-5.04,-0.53
870,-8.92,-2.77,0.27
880,-6.06,-1.0,1.35
890,-3.75,0.24,2.26
900,-1.92,1.51,2.91
910,-0.08,2.6,2.87
920,2.08,3.98,2.97
930,3.19,4.92,3.86
940,2.56,5.23,5.16
950,0.91,5.18,6.0
960,-0.87,4.96,6.36
970,-3.0,4.96,6.46
980,-1.68,4.96,6.05
990,-2.7,5.19,6.8
1000,-2.25,5.76,6.48
