timestamp,x,y,z
0,-5.62,6.22,2.76
10,-5.58,6.08,2.87
20,-5.6,6.01,2.75
30,-5.41,6.0,2.92
40,-5.54,5.94,3.25
50,-5.87,5.55,3.91
60,-6.56,5.05,4.77
70,-7.85,4.32,5.57
80,-9.42,3.3,6.7
90,-11.61,2.4,7.45
100,-13.36,1.67,7.6
110,-15.2,1.21,7.53
120,-16.57,0.92,7.31
130,-16.04,0.9,6.62
140,-14.27,0.96,6.22
150,-11.64,1.37,5.7
160,-8.49,1.77,5.53
170,-5.02,2.43,5.53
180,-1.9,3.03,5.78
190,1.28,3.84,5.58
200,3.67,4.43,5.94
210,5.99,4.89,6.33
220,7.89,5.73,6.18
230,9.59,6.41,5.56
240,11.54,7.53,4.02
250,15.03,8.43,2.62
260,17.63,9.26,0.99
270,19.47,9.04,0.77
280,20.7,8.55,1.17
290,21.25,7.96,2.16
300,20.25,6.98,5.01
310,18.81,5.82,7.21
320,17.39,4.83,8.46
330,16.12,4.34,8.95
340,15.37,4.31,9.05
350,15.14,4.3,8.97
360,15.19,4.24,8.82
370,14.74,4.02,8.78
380,13.8,3.62,8.9
390,12.83,3.08,8.94
400,12.05,2.41,8.58
410,11.2,1.41,8.4
420,9.93,-0.03,8.38
430,8.39,-1.67,8.04
440,6.72,-3.42,7.52
450,4.92,-5.23,7.11
460,1.64,-7.34,6.71
470,-2.23,-9.32,6.58
480,-5.74,-11.05,6.95
490,-8.44,-11.8,7.13
500,-14.7,-11.8,11.04
510,-14.82,-11.35,8.72
520,-14.72,-10.71,6.53
530,-15.02,-10.1,4.83
540,-15.29,-9.28,3.52
550,-15.02,-8.51,2.93
560,-14.74,-7.64,2.89
570,-13.84,-7.24,3.55
580,-12.99,-7.08,4.41
590,-12.7,-7.0,4.59
600,-12.99,-7.1,4.05
610,-13.96,-7.69,3.36
620,-14.8,-7.91,2.69
630,-15.28,-8.09,2.95
640,-16.44,-8.39,3.88
650,-18.07,-8.83,4.7
660,-18.63,-9.22,5.44
670,-18.53,-9.74,6.74
680,-18.39,-9.84,7.7
690,-16.94,-9.97,8.28
700,-15.99,-10.11,8.3
710,-15.0,-9.8,7.83
720,-13.9,-9.67,8.04
730,-13.7,-10.0,7.66
740,-13.61,-10.07,6.45
750,-13.06,-10.14,5.13
760,-12.35,-10.1,3.81
770,-11.59,-9.92,2.7
780,-10.18,-9.76,2.36
790,-7.28,-9.46,3.04
800,-3.11,-8.96,4.94
810,0.63,-8.14,8.3
820,6.68,-5.2,12.18
830,13.5,-3.36,15.75
840,18.68,-2.03,18.09
850,19.02,-0.08,15.21
860,16.1,1.13,9.57
870,13.79,1.9,6.53
880,13.91,3.05,6.0
890,15.51,3.93,11.33
900,13.78,3.88,12.77
910,11.75,2.81,20.77
920,15.59,3.28,22.29
930,19.49,4.41,22.2
940,21.13,5.1,21.9
950,19.59,4.96,21.04
960,18.08,4.5,18.42
970,16.81,3.91,15.89
980,15.75,3.25,14.13
990,14.9,2.59,12.79
1000,13.83,1.86,12.09
