timestamp,x,y,z
0,2.95,4.5,3.36
10,6.31,5.73,2.96
20,8.53,6.51,3.6
30,10.1,7.37,4.05
40,11.89,8.28,3.92
50,13.75,8.93,4.35
60,15.33,9.18,5.82
70,16.58,9.46,6.91
80,17.57,9.55,6.88
90,17.93,9.18,6.05
100,17.47,8.53,5.67
110,16.68,7.76,6.51
120,16.3,6.82,7.93
130,15.53,5.82,9.27
140,14.78,4.98,9.7
150,14.29,3.62,9.43
160,13.51,2.38,8.28
170,11.84,1.72,5.78
180,9.81,0.55,5.61
190,7.53,-0.66,6.69
200,5.95,-2.11,8.34
210,4.45,-3.67,10.39
220,3.5,-5.78,13.16
230,1.48,-8.22,15.56
240,-0.97,-10.51,14.87
250,-4.32,-12.82,12.77
260,-9.19,-15.19,11.22
270,-15.93,-16.89,11.86
280,-22.5,-17.9,12.77
290,-26.3,-17.63,12.79
300,-27.71,-17.89,11.08
310,-27.68,-16.86,8.05
320,-26.04,-15.56,5.97
330,-24.87,-14.46,3.82
340,-24.61,-13.48,1.66
350,-24.3,-12.41,0.35
360,-22.99,-11.79,0.4
370,-21.19,-11.15,0.52
380,-18.58,-10.48,0.53
390,-15.21,-9.88,0.85
400,-11.65,-9.35,1.42
410,-8.55,-8.77,1.86
420,-4.87,-7.92,1.67
430,1.48,-6.7,3.38
440,8.0,-3.93,5.47
450,16.25,0.24,8.03
460,23.64,5.68,10.77
470,29.32,10.48,13.72
480,33.53,14.61,6.0
490,37.24,16.73,7.22
500,34.53,14.97,16.89
510,30.53,15.84,17.15
520,27.57,15.02,14.18
530,25.66,12.88,12.63
540,24.07,11.52,10.4
550,22.92,9.58,9.01
560,19.64,7.09,8.34
570,16.51,4.67,7.83
580,13.61,2.92,6.52
590,11.06,1.64,5.62
600,8.56,0.62,5.62
610,6.27,-0.37,6.44
620,4.24,-1.19,7.31
630,3.02,-2.44,9.81
640,1.2,-4.31,13.53
650,-0.8,-5.9,15.17
660,-2.88,-7.19,14.85
670,-6.65,-8.26,15.8
680,-9.3,-9.45,15.65
690,-12.31,-9.89,14.57
700,-14.1,-10.12,12.33
710,-15.49,-9.68,10.29
720,-15.56,-8.86,9.0
730,-15.18,-7.84,7.84
740,-14.35,-6.88,6.83
750,-13.69,-5.9,6.45
760,-13.16,-4.8,6.19
770,-12.23,-3.69,5.43
780,-11.08,-2.72,4.38
790,-10.12,-1.88,3.44
800,-9.31,-1.06,2.33
810,-8.38,-0.07,1.61
820,-7.43,0.79,1.25
830,-6.46,1.72,1.28
840,-5.58,2.64,1.63
850,-4.72,3.08,2.46
860,-4.3,3.88,2.84
870,-3.46,4.74,3.27
880,-3.19,4.91,4.21
890,-3.59,4.68,4.89
900,-3.8,4.48,5.35
910,-3.71,4.44,5.59
920,-3.51,4.42,5.74
930,-3.24,4.49,5.8
940,-2.9,4.66,5.76
950,-2.65,4.76,5.91
960,-2.5,4.86,6.04
970,-2.38,4.8,6.04
980,-2.41,4.68,5.87
990,-2.49,4.5,5.77
1000,-2.6,4.32,5.62
