timestamp,x,y,z
0,-4.37,5.44,6.23
10,-4.16,5.58,6.29
20,-3.94,5.63,6.24
30,-3.81,5.64,6.05
40,-3.59,5.77,5.7
50,-3.41,5.95,5.17
60,-3.25,5.8,5.25
70,-3.02,5.32,4.63
80,-3.42,5.66,3.69
90,-3.39,5.52,2.98
100,-3.06,5.29,1.35
110,-2.51,5.28,-0.52
120,-1.88,5.05,-1.85
130,-2.2,4.66,-3.4
140,-1.96,3.72,-3.92
150,-2.12,1.9,-3.64
160,-4.68,-1.32,-3.1
170,-9.47,-5.11,-1.39
180,-16.09,-9.17,-0.47
190,-22.83,-12.8,0.88
200,-31.89,-15.49,1.77
210,-39.17,-17.08,2.02
220,-41.6,-17.92,1.16
230,-37.6,-18.49,3.45
240,-28.77,-18.28,5.96
250,-20.97,-17.53,7.85
260,-16.03,-16.54,9.35
270,-12.97,-15.59,10.69
280,-10.5,-14.8,11.72
290,-7.28,-13.82,12.69
300,-2.74,-12.48,13.72
310,2.7,-10.91,14.78
320,8.56,-8.48,16.56
330,13.65,-5.07,15.79
340,17.62,-1.82,14.71
350,21.58,1.05,13.59
360,25.17,3.44,12.68
370,27.46,5.23,11.25
380,33.8,7.45,4.77
390,36.86,9.8,3.36
400,38.05,11.05,7.13
410,38.95,11.1,11.58
420,37.52,10.19,12.85
430,34.21,8.32,12.25
440,31.5,6.39,11.65
450,29.98,4.89,11.48
460,29.11,3.59,11.23
470,28.0,2.21,10.61
480,26.57,0.66,9.75
490,24.67,-1.2,8.8
500,22.95,-3.48,8.17
510,20.79,-6.14,7.67
520,17.6,-9.0,7.11
530,14.0,-12.19,6.57
540,10.3,-15.77,5.66
550,5.1,-19.96,5.0
560,-1.76,-24.12,3.89
570,-8.88,-27.66,2.01
580,-15.06,-31.3,-1.63
590,-25.5,-33.24,-1.59
600,-31.88,-34.94,-0.76
610,-38.27,-33.95,1.32
620,-40.57,-31.84,1.42
630,-41.14,-28.87,-1.0
640,-38.84,-26.01,-4.6
650,-36.2,-23.13,-9.05
660,-34.08,-20.46,-12.9
670,-31.9,-18.19,-13.78
680,-29.31,-16.78,-11.65
690,-26.57,-15.72,-8.98
700,-23.24,-15.0,-6.4
710,-19.83,-14.79,-3.68
720,-16.76,-14.55,-1.39
730,-13.54,-14.31,-0.71
740,-10.37,-14.04,-0.5
750,-7.18,-14.16,0.15
760,-3.75,-13.04,1.03
770,-0.86,-11.19,-1.58
780,7.41,-12.85,1.14
790,9.37,-12.93,10.51
800,16.11,-10.51,14.63
810,26.77,-7.37,20.28
820,30.28,-4.48,25.77
830,32.4,-2.05,27.12
840,31.21,-0.23,25.51
850,30.94,0.76,28.29
860,31.75,2.34,31.28
870,29.5,2.6,33.43
880,26.22,2.65,34.06
890,24.81,2.63,32.02
900,24.42,2.53,28.08
910,23.26,2.2,23.53
920,22.11,1.7,18.61
930,20.02,0.95,13.82
940,18.27,-0.12,9.45
950,15.51,-1.45,6.67
960,11.86,-2.48,3.49
970,8.76,-3.33,1.64
980,4.74,-4.93,2.07
990,1.68,-5.6,1.78
1000,-1.76,-6.73,3.12
