timestamp,x,y,z
0,-2.08,3.5,6.22
10,-2.15,3.53,6.17
20,-2.03,3.45,6.03
30,-2.09,3.46,6.04
40,-1.93,3.49,6.11
50,-1.65,3.46,6.21
60,-1.3,3.59,6.19
70,-0.82,3.61,6.26
80,-0.36,3.55,6.1
90,-0.23,3.45,5.78
100,-0.1,3.23,5.37
110,0.11,3.08,4.98
120,0.36,3.02,4.37
130,0.92,2.89,3.49
140,1.61,2.49,2.82
150,2.04,2.2,1.56
160,2.37,1.49,0.06
170,2.63,0.87,-1.5
180,3.15,0.51,-3.24
190,3.55,-0.09,-4.87
200,3.34,-0.49,-6.0
210,2.62,-0.76,-6.78
220,1.31,-1.14,-7.28
230,1.0,-1.76,-6.55
240,0.32,-2.09,-5.73
250,-0.66,-2.57,-3.91
260,-0.43,-3.22,-1.06
270,0.34,-3.85,2.76
280,1.13,-4.23,7.69
290,2.47,-4.52,12.75
300,3.69,-4.45,16.22
310,2.93,-4.23,17.13
320,1.41,-4.14,16.75
330,0.1,-4.12,16.55
340,-0.45,-4.12,17.74
350,0.05,-4.0,18.98
360,-1.37,-5.04,22.32
370,-2.07,-1.86,17.37
380,-3.97,-3.37,21.35
390,-6.59,-2.43,21.37
400,-8.19,-1.59,19.15
410,-9.11,-1.13,17.85
420,-7.28,-0.03,15.75
430,-5.23,0.61,14.35
440,-5.51,1.69,12.17
450,-4.88,2.53,10.19
460,-4.35,3.12,8.8
470,-3.38,3.6,7.88
480,-3.56,4.32,7.31
490,-3.11,4.38,7.7
500,-3.42,4.28,7.84
510,-3.92,4.29,7.98
520,-4.07,4.14,8.53
530,-3.57,3.97,9.13
540,-2.77,3.79,9.77
550,-1.88,3.86,10.24
560,-0.91,4.05,10.88
570,-0.17,4.31,12.16
580,-0.08,4.34,13.66
590,-0.11,4.16,15.17
600,0.17,3.51,16.79
610,-0.05,2.6,19.0
620,-0.29,1.33,21.57
630,0.07,-0.67,25.19
640,-0.82,-2.65,27.43
650,-1.72,-4.61,28.59
660,-2.3,-6.87,29.42
670,-3.81,-8.62,28.32
680,-5.11,-10.05,25.56
690,-5.73,-10.91,22.26
700,-5.54,-11.62,18.54
710,-5.15,-11.46,14.22
720,-4.17,-10.99,10.57
730,-3.44,-10.42,7.59
740,-3.18,-9.68,4.53
750,-2.75,-8.93,1.51
760,-2.86,-7.86,-1.3
770,-2.04,-6.87,-3.53
780,-2.76,-6.48,-5.62
790,-4.07,-6.05,-7.24
800,-4.53,-5.0,-8.23
810,-4.52,-4.03,-8.83
820,-4.61,-2.83,-9.08
830,-4.07,-1.72,-9.33
840,-3.69,-0.84,-9.55
850,-2.36,0.02,-9.37
860,-2.99,1.08,-9.41
870,-2.13,1.95,-9.03
880,0.46,2.95,-8.16
890,-0.12,3.95,-7.16
900,-0.59,4.55,-5.99
910,-0.74,5.0,-4.68
920,-0.71,5.24,-3.44
930,-0.8,5.43,-2.1
940,-0.89,5.54,-0.58
950,-0.39,5.82,1.28
960,-0.47,5.93,3.48
970,-0.38,6.04,5.77
980,-0.76,6.11,7.25
990,-1.11,6.16,8.67
1000,-1.38,6.17,9.52
