timestamp,x,y,z
0,-5.39,4.32,4.86
10,-5.47,4.29,4.94
20,-5.46,4.31,4.97
30,-5.34,4.38,4.88
40,-5.31,4.43,4.76
50,-5.39,4.51,4.63
60,-5.38,4.61,4.45
70,-5.33,4.66,4.43
80,-5.35,4.66,4.51
90,-5.34,4.67,4.47
100,-5.35,4.66,4.25
110,-5.32,4.64,4.1
120,-5.33,4.64,3.92
130,-5.3,4.7,3.57
140,-4.95,4.8,3.03
150,-4.72,4.71,2.43
160,-4.65,4.45,1.84
170,-4.65,4.38,0.9
180,-4.84,4.29,-0.09
190,-5.0,4.01,-1.08
200,-5.16,3.41,-1.66
210,-5.29,2.96,-2.5
220,-5.68,2.51,-3.33
230,-5.91,1.95,-3.95
240,-5.82,1.28,-4.51
250,-5.37,0.68,-5.07
260,-4.91,-0.15,-4.96
270,-4.4,-1.31,-3.85
280,-4.02,-2.46,-2.23
290,-3.72,-2.85,-0.54
300,-3.86,-3.54,1.12
310,-4.11,-4.31,1.86
320,-4.78,-4.9,2.43
330,-6.0,-4.93,2.09
340,-6.39,-5.19,3.09
350,-6.93,-6.42,6.39
360,-7.5,-7.51,10.31
370,-6.87,-8.38,15.43
380,-5.71,-7.23,17.35
390,-4.98,-6.23,18.09
400,-4.25,-6.0,19.27
410,-3.43,-6.0,18.93
420,-3.74,-6.43,18.75
430,-4.77,-6.58,17.52
440,-5.76,-6.77,16.79
450,-6.73,-6.88,16.67
460,-7.01,-6.74,16.29
470,-6.38,-6.45,16.15
480,-4.64,-5.87,16.53
490,-2.47,-5.37,17.15
500,-0.18,-4.92,17.22
510,1.61,-4.79,17.09
520,1.71,-4.4,16.59
530,0.28,-4.83,17.59
540,-0.86,-5.14,17.81
550,-0.49,-5.16,16.17
560,1.42,-2.55,12.18
570,0.06,-2.39,15.29
580,-0.55,-3.11,17.09
590,1.42,-2.67,15.5
600,3.06,-2.57,15.21
610,3.68,-2.17,15.01
620,4.26,-1.91,14.73
630,4.23,-1.69,13.86
640,4.42,-1.51,12.7
650,4.64,-1.11,10.97
660,5.5,-0.16,8.75
670,6.66,1.4,5.48
680,7.42,1.73,5.7
690,7.5,2.44,5.82
700,8.28,3.02,5.38
710,9.19,3.45,5.12
720,9.8,3.74,5.14
730,9.49,3.72,5.07
740,8.52,3.42,4.5
750,7.52,3.13,3.67
760,7.11,2.87,2.86
770,6.79,2.64,1.86
780,6.33,2.46,1.2
790,5.69,2.22,0.6
800,5.08,1.96,-0.01
810,4.69,1.84,-0.76
820,4.51,1.84,-1.09
830,4.41,1.79,-1.3
840,4.32,1.56,-1.85
850,4.16,1.28,-2.68
860,3.56,1.01,-3.47
870,2.36,0.66,-3.75
880,1.34,0.37,-3.87
890,0.29,0.09,-4.08
900,-0.57,-0.13,-4.38
910,-1.25,-0.33,-4.81
920,-1.64,-0.59,-5.29
930,-1.53,-1.05,-5.7
940,-1.42,-1.71,-5.96
950,-2.09,-2.15,-6.1
960,-2.75,-2.71,-5.68
970,-3.96,-3.33,-5.11
980,-5.33,-3.85,-4.66
990,-6.3,-4.29,-4.05
1000,-6.73,-4.84,-3.45
