timestamp,x,y,z
0,-5.27,3.18,4.68
10,-5.77,2.77,4.79
20,-6.22,2.33,4.72
30,-6.75,1.96,4.83
40,-7.13,1.79,4.85
50,-7.59,1.6,4.76
60,-8.36,1.56,4.73
70,-8.63,1.55,4.29
80,-8.97,1.58,4.19
90,-9.16,1.51,4.17
100,-9.55,1.37,4.69
110,-10.26,0.98,5.44
120,-11.05,0.46,6.6
130,-11.19,0.45,6.73
140,-10.98,0.24,7.21
150,-10.44,0.38,7.77
160,-9.13,1.07,8.11
170,-7.57,1.68,9.27
180,-5.82,2.98,10.64
190,-2.38,5.45,13.87
200,0.08,7.43,15.05
210,2.84,9.24,15.65
220,4.53,10.25,15.5
230,7.54,11.7,14.84
240,7.03,11.81,13.1
250,8.39,11.51,11.14
260,8.98,11.44,9.46
270,9.63,10.96,7.33
280,9.69,10.17,5.35
290,10.21,9.27,3.61
300,11.37,8.27,2.08
310,11.12,6.52,3.22
320,9.97,4.97,3.52
330,9.32,3.29,3.42
340,8.56,1.3,3.62
350,8.51,-0.38,4.27
360,8.89,-2.44,4.81
370,8.04,-5.33,5.06
380,8.85,-7.25,4.08
390,7.9,-9.38,3.4
400,5.05,-12.12,4.32
410,1.32,-15.24,6.35
420,-3.0,-16.96,6.91
430,-7.26,-17.58,8.84
440,-12.21,-17.6,9.05
450,-14.73,-15.79,6.06
460,-15.19,-13.17,2.49
470,-14.82,-12.54,1.2
480,-13.85,-11.62,-0.94
490,-13.01,-9.94,-2.91
500,-12.78,-9.27,-2.44
510,-14.95,-8.06,-1.44
520,-15.6,-7.4,-0.37
530,-17.97,-7.83,3.12
540,-15.64,-6.52,1.98
550,-17.74,-6.67,8.43
560,-20.03,-4.95,9.7
570,-18.89,-5.6,14.28
580,-12.68,-1.02,9.52
590,-12.32,-1.01,22.97
600,-11.51,0.93,23.3
610,-8.48,2.87,24.27
620,-4.14,3.6,27.21
630,-1.02,4.76,27.68
640,1.33,6.32,26.35
650,2.81,7.21,24.4
660,5.48,7.81,21.38
670,7.44,7.44,20.24
680,8.25,8.74,15.23
690,8.89,8.9,13.25
700,10.26,9.19,12.03
710,12.29,9.22,11.09
720,14.4,9.14,10.63
730,14.86,8.11,10.48
740,14.8,7.05,9.63
750,14.75,5.84,8.72
760,14.03,3.99,8.89
770,13.81,2.47,8.26
780,13.14,0.48,8.84
790,13.19,0.64,7.26
800,12.12,-1.09,6.51
810,10.7,-4.13,7.11
820,7.81,-6.49,6.23
830,5.77,-8.56,4.19
840,4.41,-9.41,1.08
850,1.97,-9.04,-1.58
860,0.31,-8.4,-2.83
870,-1.15,-7.95,-2.62
880,-1.81,-7.35,-1.74
890,-5.63,-8.02,-0.9
900,-4.34,-9.0,1.25
910,-8.16,-8.24,0.95
920,-8.18,-6.82,-1.41
930,-8.13,-5.71,-3.1
940,-9.52,-5.71,-2.57
950,-10.85,-6.4,-1.55
960,-12.39,-6.52,-1.45
970,-14.19,-6.96,-0.72
980,-16.03,-7.2,1.23
990,-18.69,-7.27,4.79
1000,-21.41,-7.19,8.47
