timestamp,x,y,z
0,-6.49,4.36,6.16
10,-6.63,4.29,5.74
20,-6.45,4.19,5.61
30,-6.02,4.26,5.45
40,-4.85,4.71,5.09
50,-3.68,5.19,5.01
60,-2.85,5.04,5.02
70,-1.94,4.6,4.52
80,-0.33,4.13,3.16
90,0.74,3.96,1.2
100,0.29,3.33,-0.28
110,-0.94,2.87,-1.49
120,-1.97,2.67,-2.5
130,-2.24,2.69,-2.66
140,-1.55,2.68,-2.35
150,-1.76,2.07,-1.92
160,-1.74,1.47,-2.98
170,-1.24,1.53,-4.55
180,-1.65,0.96,-5.77
190,-2.49,0.27,-6.55
200,-3.36,0.04,-6.78
210,-4.13,-0.99,-6.72
220,-5.27,-2.38,-6.34
230,-5.2,-3.88,-7.01
240,-5.54,-5.51,-5.68
250,-6.0,-6.42,-4.33
260,-9.06,-8.13,-4.25
270,-6.99,-10.33,-3.1
280,-7.03,-11.56,4.57
290,-10.95,-12.16,10.64
300,-15.3,-11.93,13.98
310,-16.98,-11.3,19.18
320,-17.06,-8.82,20.57
330,-17.01,-6.54,20.82
340,-17.15,-4.83,18.69
350,-16.43,-5.16,16.12
360,-14.57,-6.26,17.85
370,-12.57,-7.57,21.17
380,-10.46,-7.98,22.63
390,-8.89,-7.42,21.59
400,-7.16,-6.59,21.05
410,-4.5,-5.85,21.43
420,-2.05,-5.09,22.15
430,0.63,-3.37,25.11
440,2.63,-1.23,24.48
450,4.02,-1.58,25.27
460,4.48,-2.06,26.47
470,4.76,-2.12,25.52
480,5.03,-2.08,23.68
490,4.89,-2.08,21.3
500,5.12,-2.3,19.57
510,6.09,-2.37,17.5
520,7.93,-2.07,14.89
530,9.85,-1.8,12.56
540,11.05,-1.63,10.68
550,12.63,-1.6,9.33
560,13.27,-1.85,9.17
570,13.04,-1.72,8.34
580,12.22,-1.63,6.87
590,11.43,-0.32,1.06
600,11.88,-1.26,1.62
610,10.6,-1.71,3.49
620,9.16,-1.63,4.08
630,10.1,-2.1,3.86
640,8.41,-2.12,2.45
650,7.36,-2.13,1.34
660,6.72,-2.04,0.13
670,6.54,-1.78,-1.46
680,5.86,-2.35,-2.33
690,4.21,-2.24,-4.48
700,3.88,-1.67,-5.84
710,3.69,-1.6,-6.62
720,3.25,-1.41,-7.35
730,2.7,-1.01,-7.67
740,2.2,-1.35,-7.07
750,2.52,-1.26,-7.4
760,1.63,-1.78,-7.95
770,0.7,-2.55,-8.6
780,-0.2,-3.53,-9.3
790,-1.3,-4.62,-10.05
800,-2.51,-5.9,-10.12
810,-4.74,-7.41,-9.65
820,-8.27,-9.2,-8.29
830,-12.4,-10.57,-5.82
840,-15.68,-11.64,-3.52
850,-16.95,-11.83,1.04
860,-19.13,-12.73,2.23
870,-20.05,-12.43,3.81
880,-21.84,-12.63,9.01
890,-19.13,-9.02,2.43
900,-19.38,-11.3,11.32
910,-20.87,-10.69,13.52
920,-21.11,-9.88,12.84
930,-20.64,-9.72,13.24
940,-20.22,-9.78,14.0
950,-19.72,-9.09,14.28
960,-15.92,-7.68,17.87
970,-12.48,-6.91,24.28
980,-9.57,-6.38,29.7
990,-7.35,-5.46,32.91
1000,-5.41,-3.52,30.44
