timestamp,x,y,z
0,-5.09,1.5,2.76
10,-5.08,1.41,3.0
20,-5.48,1.3,2.91
30,-5.88,1.1,2.63
40,-6.27,0.94,2.43
50,-6.51,0.79,2.18
60,-6.75,0.78,1.11
70,-6.81,0.86,-0.31
80,-6.94,0.65,-1.53
90,-6.99,0.2,-2.73
100,-7.16,-0.67,-4.0
110,-7.8,-1.71,-4.23
120,-9.02,-2.92,-3.19
130,-10.56,-3.94,-1.57
140,-11.91,-4.83,-0.29
150,-13.01,-5.55,-0.12
160,-13.48,-5.94,-0.72
170,-14.14,-6.17,-2.92
180,-14.28,-6.8,-2.96
190,-14.4,-7.65,-2.63
200,-13.18,-9.39,-2.34
210,-12.77,-11.13,2.77
220,-12.69,-12.47,8.55
230,-11.94,-13.52,12.63
240,-10.64,-14.63,16.91
250,-9.62,-14.81,19.81
260,-8.22,-14.99,20.95
270,-6.53,-14.64,21.57
280,-4.59,-14.17,21.61
290,-2.66,-13.38,21.79
300,-0.81,-12.95,22.78
310,1.46,-12.32,23.19
320,4.42,-10.29,19.53
330,5.47,-9.02,18.83
340,6.14,-9.28,21.78
350,7.75,-8.25,20.45
360,9.5,-7.13,18.83
370,10.96,-6.25,18.77
380,12.61,-6.09,19.38
390,13.04,-4.59,18.04
400,14.45,-3.69,15.73
410,15.15,-3.17,13.52
420,15.02,-2.65,12.08
430,14.15,-1.97,9.36
440,12.11,-1.83,7.99
450,11.09,-1.62,6.12
460,11.9,-0.91,2.66
470,10.94,-0.44,1.56
480,11.15,-0.11,-0.44
490,11.24,0.09,-3.75
500,10.51,0.05,-5.74
510,8.47,-0.04,-5.81
520,6.65,-0.26,-5.67
530,5.13,-0.36,-5.48
540,4.19,-0.43,-5.72
550,3.34,-0.55,-6.01
560,2.51,-0.75,-6.37
570,1.64,-1.01,-6.79
580,1.02,-1.41,-6.84
590,-0.28,-2.1,-6.98
600,-0.15,-2.52,-7.13
610,-1.91,-3.47,-5.75
620,-3.95,-4.67,-4.28
630,-5.79,-5.6,-4.0
640,-7.25,-6.75,-4.0
650,-9.16,-8.08,-3.67
660,-11.74,-9.4,-2.61
670,-15.04,-10.55,-0.99
680,-17.59,-11.4,-0.43
690,-20.69,-12.01,0.46
700,-22.95,-12.01,0.81
710,-24.52,-11.36,0.18
720,-25.19,-10.61,0.35
730,-24.47,-9.9,0.56
740,-23.21,-9.3,1.1
750,-21.6,-8.93,2.93
760,-19.9,-8.9,5.37
770,-17.98,-8.58,6.46
780,-15.36,-8.24,7.04
790,-12.63,-8.79,7.19
800,-11.06,-6.29,-1.0
810,-13.07,-9.52,12.37
820,-7.35,-11.66,25.69
830,-3.42,-9.56,28.36
840,-0.66,-7.28,27.14
850,0.07,-6.79,29.91
860,1.36,-6.9,31.88
870,1.36,-5.88,29.48
880,1.98,-5.62,25.51
890,3.2,-4.16,20.25
900,2.48,-4.41,20.57
910,3.59,-4.53,19.75
920,4.91,-4.06,17.5
930,6.71,-3.59,16.06
940,8.12,-3.22,15.49
950,9.09,-2.77,14.0
960,9.55,-2.2,11.99
970,9.55,-1.66,10.25
980,9.31,-1.08,9.26
990,9.78,-0.67,9.62
1000,9.63,-0.81,9.99
