timestamp,x,y,z
0,-4.64,3.18,4.73
10,-4.63,3.24,4.27
20,-4.35,3.31,3.63
30,-4.07,3.37,3.2
40,-3.94,3.3,2.81
50,-4.2,3.18,2.3
60,-4.63,3.09,1.94
70,-5.0,2.98,2.01
80,-5.37,2.8,2.12
90,-5.73,2.61,2.11
100,-6.11,2.48,1.97
110,-6.27,2.55,1.51
120,-6.2,2.63,0.95
130,-6.09,2.55,-0.82
140,-4.2,2.23,-2.96
150,-3.38,1.3,-2.16
160,-4.33,0.17,-1.73
170,-6.02,-1.44,-1.01
180,-7.49,-3.06,0.06
190,-8.55,-4.87,1.46
200,-10.25,-6.49,3.16
210,-12.55,-7.8,4.75
220,-14.64,-8.43,5.37
230,-16.72,-8.51,5.72
240,-18.05,-8.39,6.56
250,-17.88,-7.92,7.75
260,-16.26,-7.26,9.06
270,-14.15,-6.75,11.5
280,-12.03,-6.49,14.5
290,-10.18,-6.05,17.22
300,-8.15,-5.25,19.27
310,-5.75,-3.96,20.86
320,-3.11,-2.39,22.02
330,-0.69,-0.44,22.2
340,1.26,1.44,22.15
350,3.04,3.13,21.27
360,4.88,4.69,19.92
370,6.87,5.96,18.02
380,8.86,6.82,15.93
390,10.2,7.33,14.13
400,10.81,7.34,13.0
410,10.31,7.17,11.65
420,9.51,6.71,10.36
430,9.04,6.14,9.31
440,8.79,5.49,7.71
450,8.61,4.46,5.7
460,7.62,3.14,4.56
470,6.63,1.67,3.62
480,6.58,0.04,3.01
490,8.11,-1.22,3.18
500,10.03,-2.37,4.45
510,11.79,-3.63,5.48
520,12.27,-5.01,5.73
530,11.68,-6.43,5.66
540,10.2,-7.93,5.68
550,8.66,-9.21,5.91
560,7.32,-10.13,6.47
570,6.17,-10.82,6.51
580,5.08,-11.46,6.2
590,4.53,-11.97,6.32
600,4.38,-12.3,6.77
610,4.47,-12.54,7.61
620,3.9,-12.67,8.1
630,2.4,-12.77,8.26
640,0.56,-12.75,8.45
650,-0.7,-12.49,8.26
660,-1.19,-12.09,7.58
670,-1.27,-11.6,6.59
680,-1.48,-10.98,5.39
690,-1.79,-10.24,4.03
700,-2.32,-9.31,2.9
710,-2.99,-8.2,2.47
720,-3.98,-7.16,2.68
730,-4.49,-5.94,2.16
740,-5.19,-4.95,1.16
750,-6.59,-4.59,0.6
760,-8.41,-4.64,1.18
770,-10.78,-4.72,2.66
780,-13.7,-4.84,4.59
790,-16.65,-4.95,6.76
800,-18.78,-4.58,8.6
810,-19.28,-4.02,9.73
820,-18.6,-3.09,9.48
830,-16.92,-1.83,8.84
840,-14.76,-0.62,8.87
850,-12.31,0.51,9.24
860,-9.69,1.77,9.78
870,-7.45,3.51,9.33
880,-4.97,3.72,10.43
890,-5.43,4.18,11.45
900,-5.02,4.57,9.89
910,-3.95,4.69,9.74
920,-3.32,4.93,11.29
930,-2.33,5.13,12.72
940,-1.06,5.35,13.39
950,1.02,5.85,13.75
960,2.52,6.34,14.45
970,4.78,6.85,14.88
980,6.26,7.24,14.67
990,7.51,7.37,14.17
1000,7.79,7.2,13.45
