timestamp,x,y,z
0,-8.03,3.67,4.37
10,-8.21,3.48,4.44
20,-8.38,3.4,4.94
30,-8.98,3.29,5.29
40,-9.51,3.11,5.79
50,-9.96,2.96,6.18
60,-10.05,2.87,6.11
70,-9.98,2.78,5.81
80,-9.73,2.8,5.44
90,-9.32,2.86,5.2
100,-9.07,2.88,5.13
110,-8.11,2.97,5.13
120,-7.71,2.94,5.88
130,-7.78,3.11,6.95
140,-7.24,3.47,8.15
150,-6.2,3.82,9.03
160,-5.18,4.36,10.0
170,-4.18,4.97,10.99
180,-2.88,5.46,11.38
190,-1.65,5.73,11.14
200,-0.9,5.67,10.73
210,-0.46,5.28,10.22
220,-0.5,4.69,9.81
230,-0.63,3.93,9.5
240,-0.79,3.13,9.28
250,-0.92,2.32,9.2
260,-1.08,1.58,9.44
270,-1.16,1.17,9.05
280,-1.14,0.97,8.22
290,-1.42,0.7,7.07
300,-1.41,0.52,5.88
310,-1.01,0.57,4.26
320,0.21,0.33,3.67
330,1.07,0.67,2.42
340,2.06,0.62,1.31
350,3.28,0.12,-1.0
360,4.22,0.19,-3.39
370,4.34,0.4,-6.7
380,4.35,-0.11,-10.08
390,2.38,-1.22,-12.02
400,0.71,-2.58,-12.46
410,-0.19,-3.95,-11.63
420,-0.81,-5.12,-10.27
430,-0.56,-5.76,-10.01
440,-0.13,-6.39,-10.44
450,0.17,-7.09,-10.48
460,1.06,-7.69,-9.76
470,1.87,-8.35,-8.19
480,2.95,-8.46,-6.07
490,3.71,-8.24,-2.19
500,6.96,-8.51,4.35
510,8.81,-6.9,11.32
520,11.6,-4.84,18.41
530,13.05,-5.24,25.36
540,9.14,-4.56,30.68
550,6.72,-4.07,30.83
560,2.92,-4.32,32.08
570,-1.65,-7.35,32.31
580,-3.03,1.6,22.34
590,2.17,-4.04,33.42
600,-0.9,-0.7,32.44
610,-1.33,3.01,28.25
620,3.92,1.45,30.81
630,3.33,2.13,32.13
640,0.02,1.96,33.53
650,-1.48,1.91,33.24
660,-1.25,1.47,34.28
670,-0.8,-0.2,36.03
680,-0.47,-1.29,35.75
690,1.63,-1.43,33.23
700,3.85,-1.91,29.62
710,4.41,-3.09,24.33
720,4.29,-3.9,18.23
730,4.64,-5.01,14.0
740,4.73,-5.63,8.54
750,4.81,-5.91,2.77
760,4.26,-6.54,-1.14
770,2.95,-7.34,-2.44
780,1.64,-8.18,-3.34
790,0.01,-8.69,-4.84
800,-1.74,-9.06,-5.66
810,-3.1,-9.23,-6.23
820,-4.21,-8.72,-7.21
830,-4.52,-8.29,-7.68
840,-4.48,-7.72,-7.52
850,-5.01,-6.97,-7.64
860,-4.29,-6.01,-9.03
870,-3.63,-5.43,-10.17
880,-3.71,-5.01,-10.71
890,-3.51,-4.24,-10.83
900,-3.16,-3.43,-10.3
910,-3.21,-2.76,-9.15
920,-3.76,-2.3,-7.56
930,-4.14,-1.85,-5.84
940,-4.16,-1.1,-4.07
950,-3.77,-0.4,-1.86
960,-3.5,0.25,-0.06
970,-3.78,0.88,1.46
980,-3.79,1.71,2.16
990,-3.76,2.37,2.55
1000,-4.0,3.02,2.62
