timestamp,x,y,z
0,-3.51,5.65,4.13
10,-3.17,5.45,3.83
20,-2.67,5.28,3.71
30,-2.28,5.01,3.66
40,-2.26,4.57,3.79
50,-2.29,4.05,3.83
60,-2.24,3.64,3.79
70,-2.16,3.22,3.65
80,-2.18,2.9,3.31
90,-1.97,2.56,2.72
100,-1.99,2.13,2.29
110,-2.06,1.73,1.71
120,-1.58,1.53,0.85
130,-0.91,1.42,-0.78
140,0.77,1.33,-3.6
150,2.49,2.12,-7.64
160,3.31,2.52,-12.17
170,4.04,2.38,-15.67
180,4.34,1.44,-18.11
190,3.98,-0.6,-20.3
200,3.47,-3.64,-21.21
210,1.69,-6.09,-18.85
220,1.84,-7.93,-15.25
230,2.8,-9.44,-11.46
240,4.06,-10.37,-7.86
250,6.14,-10.89,-5.15
260,7.91,-11.17,-2.24
270,8.85,-10.85,1.24
280,9.83,-9.66,5.53
290,10.25,-8.9,11.99
300,9.87,-7.94,19.48
310,12.09,-7.6,28.38
320,10.6,-7.28,37.93
330,3.56,-8.2,41.1
340,-1.01,-8.79,41.7
350,-4.62,-12.12,46.2
360,-10.97,-12.85,44.93
370,-13.02,-12.04,40.01
380,-11.28,-10.33,35.46
390,-9.0,-8.54,31.74
400,-7.16,-6.59,27.84
410,-5.37,-4.22,23.43
420,-3.72,-2.82,20.56
430,-2.91,-1.24,18.54
440,-2.47,0.93,17.58
450,-1.8,1.17,21.4
460,-1.61,1.14,24.27
470,-1.3,0.13,27.33
480,-0.13,-0.7,26.75
490,0.43,-2.49,24.19
500,1.05,-4.4,21.41
510,1.6,-5.92,18.01
520,2.2,-7.51,14.64
530,3.65,-7.02,7.18
540,2.51,-7.58,2.48
550,2.83,-8.66,-0.07
560,2.97,-9.27,-3.38
570,2.39,-8.96,-7.0
580,0.59,-8.5,-9.53
590,-1.54,-8.09,-10.29
600,-3.32,-7.37,-9.75
610,-4.26,-6.71,-8.01
620,-4.61,-6.15,-6.36
630,-4.89,-5.41,-5.51
640,-4.91,-4.33,-5.31
650,-4.06,-3.1,-5.22
660,-3.08,-1.65,-5.45
670,-2.57,-0.14,-5.81
680,-2.03,1.28,-6.17
690,-1.48,2.51,-6.12
700,-0.49,3.62,-5.72
710,-1.43,4.42,-5.32
720,-2.19,4.95,-4.5
730,-3.18,5.32,-3.32
740,-3.67,5.57,-2.09
750,-3.88,5.78,-0.9
760,-4.15,5.95,0.35
770,-4.6,6.09,1.63
780,-5.05,6.2,2.69
790,-5.37,6.34,3.74
800,-5.28,6.66,4.76
810,-4.95,6.97,5.72
820,-4.8,7.1,6.64
830,-4.64,7.16,7.58
840,-4.28,7.23,8.45
850,-3.93,7.27,9.06
860,-3.67,7.18,9.13
870,-3.64,6.96,8.7
880,-3.79,6.37,7.58
890,-3.95,5.92,6.81
900,-4.14,5.34,6.1
910,-4.57,4.72,5.92
920,-5.09,4.25,6.14
930,-5.58,4.0,6.52
940,-6.05,3.94,6.77
950,-5.93,3.86,6.85
960,-5.69,3.87,6.82
970,-5.73,3.96,6.48
980,-5.72,3.85,6.31
990,-5.71,3.87,5.84
1000,-5.72,3.86,5.19
