timestamp,x,y,z
0,-4.86,3.35,5.29
10,-4.34,3.3,4.99
20,-3.89,3.2,4.68
30,-3.49,3.03,4.41
40,-3.14,2.92,4.15
50,-2.84,2.99,3.64
60,-2.38,3.28,2.64
70,-2.0,3.24,2.39
80,-1.65,3.29,1.84
90,-1.13,3.33,0.88
100,-0.87,3.3,0.15
110,-0.64,3.21,-0.59
120,-0.25,3.22,-1.42
130,0.19,3.16,-2.03
140,0.68,3.08,-2.43
150,1.37,2.88,-2.63
160,1.91,2.38,-2.72
170,2.07,1.71,-2.87
180,1.91,0.97,-3.07
190,1.72,0.15,-3.19
200,1.5,-0.68,-3.28
210,1.3,-1.44,-3.37
220,1.05,-2.09,-3.38
230,0.77,-2.61,-3.43
240,0.64,-2.92,-3.56
250,0.64,-3.13,-3.16
260,1.01,-3.11,-2.25
270,2.29,-2.72,-0.59
280,3.4,-2.12,1.16
290,4.49,-1.47,3.23
300,5.5,-0.94,6.03
310,6.12,-0.67,8.46
320,5.78,-1.02,10.77
330,4.55,-1.1,11.95
340,3.78,-1.73,13.78
350,3.22,-2.06,15.87
360,2.24,-1.35,16.62
370,1.53,-0.83,17.1
380,0.7,-0.25,17.71
390,0.42,1.56,18.88
400,-2.19,0.77,16.43
410,2.0,1.49,18.33
420,0.03,-0.21,23.79
430,-1.61,-1.15,26.1
440,-2.89,-0.85,24.43
450,-3.68,-1.07,24.19
460,-4.51,-1.81,23.96
470,-5.23,-2.0,22.94
480,-4.81,-1.66,21.59
490,-4.73,-1.18,20.31
500,-4.32,-0.5,18.78
510,-3.7,0.03,17.24
520,-3.38,0.29,15.87
530,-3.23,0.76,14.11
540,-3.12,0.99,12.61
550,-2.89,1.14,11.46
560,-3.31,1.11,11.28
570,-3.74,0.94,12.19
580,-3.75,0.62,13.36
590,-3.53,-0.08,14.48
600,-3.37,-0.96,15.13
610,-3.18,-2.0,15.33
620,-3.25,-3.07,14.82
630,-3.6,-4.25,13.75
640,-3.64,-5.07,12.72
650,-3.94,-5.64,11.57
660,-4.25,-6.17,10.24
670,-4.14,-6.65,8.85
680,-4.03,-6.92,7.02
690,-4.05,-7.1,5.09
700,-4.28,-7.09,3.17
710,-4.3,-6.95,1.45
720,-4.35,-6.58,-0.16
730,-4.44,-6.11,-1.41
740,-4.66,-5.55,-2.23
750,-4.79,-4.92,-2.47
760,-4.7,-4.23,-2.38
770,-4.5,-3.48,-2.5
780,-4.0,-2.72,-2.57
790,-3.79,-1.92,-2.51
800,-3.52,-1.13,-2.16
810,-3.04,-0.44,-1.81
820,-2.83,0.09,-1.53
830,-2.83,0.6,-1.18
840,-2.89,1.08,-0.83
850,-2.98,1.63,-0.62
860,-3.18,2.05,-0.3
870,-3.38,2.39,0.13
880,-3.42,2.79,0.74
890,-3.34,3.27,1.39
900,-3.49,3.72,2.0
910,-3.59,4.13,2.55
920,-3.55,4.53,3.01
930,-3.58,4.86,3.42
940,-3.85,5.2,3.93
950,-3.93,5.58,4.41
960,-3.73,5.94,4.88
970,-3.58,6.25,5.33
980,-3.36,6.42,5.86
990,-3.17,6.56,6.47
1000,-2.93,6.6,7.06
