timestamp,x,y,z
0,-0.11,3.27,1.68
10,-0.37,3.34,0.96
20,-0.55,3.35,0.33
30,-0.77,3.26,-0.49
40,-0.79,3.15,-1.17
50,-0.85,2.97,-1.74
60,-0.84,2.65,-2.06
70,-1.05,2.13,-2.26
80,-0.8,1.53,-2.46
90,-0.59,0.97,-2.87
100,-0.58,0.36,-3.33
110,-0.73,-0.17,-3.83
120,-0.91,-0.43,-4.16
130,-1.17,-0.4,-4.53
140,-1.85,-0.37,-3.74
150,-1.32,-0.39,-1.55
160,0.85,-0.21,1.06
170,3.1,0.13,2.9
180,4.24,0.15,4.16
190,5.53,0.19,5.26
200,7.12,0.3,6.59
210,6.48,0.08,7.87
220,4.34,-0.1,8.06
230,1.55,-0.3,9.05
240,-0.15,-0.31,10.03
250,-0.36,1.01,10.54
260,1.01,0.99,11.78
270,2.29,0.56,16.88
280,0.21,-0.55,21.17
290,2.19,2.51,19.39
300,3.43,1.07,25.92
310,2.36,1.89,26.02
320,0.05,1.91,25.11
330,-0.88,1.26,25.04
340,-1.57,1.28,23.04
350,-3.6,1.54,19.55
360,-4.46,1.72,17.19
370,-5.51,1.73,15.87
380,-6.01,2.02,15.45
390,-6.15,2.37,15.77
400,-5.59,2.88,16.84
410,-4.69,3.05,18.44
420,-3.74,2.93,21.57
430,-2.65,2.7,24.68
440,-1.71,2.56,26.89
450,-1.05,1.88,27.52
460,0.09,0.79,27.32
470,1.13,-0.53,26.93
480,1.58,-2.26,26.39
490,0.87,-4.21,25.23
500,-0.11,-6.3,23.47
510,-1.17,-8.15,20.98
520,-1.69,-9.54,18.02
530,-1.76,-10.92,14.45
540,-2.1,-11.65,10.01
550,-2.62,-12.08,5.96
560,-3.26,-11.87,1.99
570,-3.59,-11.2,-1.96
580,-4.46,-10.15,-5.66
590,-4.68,-8.65,-8.84
600,-5.0,-6.89,-10.56
610,-5.71,-5.69,-11.48
620,-6.39,-4.37,-11.26
630,-6.3,-3.19,-10.04
640,-6.59,-2.02,-8.52
650,-5.37,-0.96,-6.88
660,-5.09,-0.08,-5.78
670,-4.02,0.86,-4.94
680,-2.83,1.75,-4.39
690,-1.04,3.21,-4.01
700,-0.62,4.3,-3.65
710,-1.01,4.72,-3.45
720,-1.74,4.92,-3.27
730,-2.43,4.98,-2.97
740,-2.64,5.28,-2.41
750,-2.55,5.6,-1.53
760,-2.6,5.87,-0.63
770,-2.83,6.06,0.22
780,-2.85,6.15,1.07
790,-2.82,6.23,1.89
800,-2.82,6.17,2.78
810,-2.23,6.16,3.76
820,-2.57,6.32,4.53
830,-2.42,6.65,5.39
840,-2.23,6.64,6.19
850,-2.0,6.53,6.6
860,-2.08,6.54,6.68
870,-2.37,6.6,6.71
880,-2.42,6.48,6.96
890,-2.46,6.39,6.99
900,-2.59,6.23,7.06
910,-2.71,6.13,7.11
920,-2.96,5.94,7.06
930,-3.19,5.71,7.02
940,-3.45,5.49,7.08
950,-3.82,5.25,7.01
960,-4.24,5.03,6.89
970,-4.59,4.82,6.82
980,-4.75,4.73,6.68
990,-4.84,4.58,6.5
1000,-4.79,4.5,6.32
