timestamp,x,y,z
0,-5.19,4.95,6.32
10,-4.83,4.89,6.63
20,-4.52,4.82,6.59
30,-4.35,4.68,6.55
40,-4.25,4.38,6.51
50,-3.82,4.13,6.33
60,-3.28,3.94,5.93
70,-2.72,3.79,5.15
80,-1.85,3.6,4.53
90,-1.09,3.22,4.3
100,-0.31,3.33,3.33
110,0.18,3.54,1.74
120,0.83,3.3,1.03
130,1.85,3.16,0.07
140,2.99,3.27,-1.52
150,3.64,3.18,-3.6
160,4.18,2.81,-5.26
170,5.24,2.15,-6.45
180,5.53,1.31,-6.87
190,4.94,0.33,-6.79
200,3.64,-0.77,-6.42
210,2.52,-1.94,-6.29
220,1.71,-3.03,-6.59
230,1.02,-3.67,-7.3
240,1.13,-3.65,-8.44
250,1.58,-4.01,-8.99
260,1.92,-4.59,-8.9
270,1.91,-5.11,-8.3
280,1.96,-5.16,-6.9
290,3.09,-5.21,-3.62
300,4.3,-5.42,2.14
310,6.81,-5.42,9.36
320,7.52,-6.35,17.27
330,6.8,-8.07,26.11
340,3.92,-7.55,27.27
350,-0.71,-6.46,23.32
360,4.19,-9.76,24.99
370,1.62,-10.56,26.35
380,-5.05,-9.65,24.27
390,-10.76,-8.81,22.62
400,-12.39,-7.75,22.23
410,-10.04,-6.53,21.48
420,-10.02,-5.4,19.54
430,-5.63,-5.16,21.35
440,-6.88,-5.14,23.24
450,-7.9,-4.09,22.56
460,-7.89,-3.92,22.74
470,-7.6,-4.22,23.5
480,-7.52,-3.79,22.2
490,-7.44,-3.17,20.64
500,-7.13,-2.63,19.63
510,-6.42,-2.23,19.01
520,-6.15,-1.65,19.01
530,-6.11,-1.31,20.08
540,-5.19,-1.73,22.37
550,-4.0,-2.33,23.68
560,-3.03,-3.1,23.42
570,-1.82,-4.05,21.91
580,0.05,-5.78,18.72
590,0.5,-6.75,15.83
600,1.0,-7.56,12.9
610,1.53,-8.02,9.72
620,2.46,-8.63,6.88
630,2.61,-8.8,3.19
640,2.17,-8.83,0.25
650,0.73,-8.64,-2.09
660,-0.68,-8.28,-3.52
670,-1.41,-7.77,-4.33
680,-2.26,-7.16,-4.61
690,-3.03,-6.51,-4.51
700,-3.44,-5.77,-4.23
710,-3.65,-4.92,-4.38
720,-3.62,-4.06,-5.01
730,-3.36,-3.29,-5.18
740,-3.36,-2.49,-5.34
750,-3.14,-1.47,-5.24
760,-1.09,-0.41,-4.56
770,-1.09,0.7,-4.83
780,-1.49,1.71,-4.51
790,-1.79,2.56,-3.77
800,-2.58,3.21,-3.0
810,-2.81,3.74,-2.03
820,-2.93,4.14,-0.72
830,-2.91,4.49,0.47
840,-3.07,4.86,1.34
850,-3.48,5.39,1.93
860,-3.68,5.83,2.54
870,-3.75,6.2,3.42
880,-3.82,6.5,4.21
890,-3.82,6.79,4.85
900,-3.56,6.94,5.28
910,-3.45,7.07,5.76
920,-3.61,7.11,6.28
930,-3.57,7.16,6.85
940,-3.46,7.2,7.3
950,-3.37,7.18,7.59
960,-3.4,7.07,7.65
970,-3.39,6.92,7.53
980,-3.32,6.66,7.24
990,-3.46,6.34,7.0
1000,-3.7,5.97,6.82
